Time,Algorithm,NID,# Interests, #Data Packets, #Reinforcements, Task1, #Executions, Task2, #Executions, Task3,#Executions,,,,,
Sun Jan 03 12:00:46 CST 2010,DIRL,14,135,1028,81,task-Sleep,2481,task-Diffuse,1518,0,16516.7,,,,,
Sun Jan 03 12:00:46 CST 2010,DIRL,15,213,1212,186,task-Sleep,2335,task-Diffuse,1664,0,11231.8,,,,,
Sun Jan 03 12:00:46 CST 2010,DIRL,16,189,915,99,task-Sleep,2467,task-Diffuse,1532,0,15346.9,,,,,
Sun Jan 03 12:00:46 CST 2010,DIRL,17,173,1554,219,task-Sleep,162,task-Diffuse,1506,0,8346.219868,,,,,
Sun Jan 03 12:00:46 CST 2010,DIRL,18,195,423,143,task-10-0,916,task-Sleep,2288,task-Diffuse,795,0,11347.1,,,
Sun Jan 03 14:42:13 CST 2010,DIRL,1,401,833,128,task-Sleep,2229,task-Diffuse,1370,0,16980.4,,,,,
Sun Jan 03 14:42:13 CST 2010,DIRL,2,518,999,231,task-Sleep,1957,task-Diffuse,1642,0,9655.5,,,,,
Sun Jan 03 14:42:14 CST 2010,DIRL,3,620,910,279,task-Sleep,2158,task-Diffuse,1441,0,12680.6,,,,,
Sun Jan 03 14:42:14 CST 2010,DIRL,4,519,565,142,task-Sleep,2120,task-Diffuse,1479,0,11905.7,,,,,
Sun Jan 03 14:42:14 CST 2010,DIRL,5,199,174,41,task-10-0,1066,task-Sleep,2058,task-Diffuse,475,0,13535.8,,,
Sun Jan 03 14:42:14 CST 2010,DIRL,6,289,287,39,task-Sleep,2496,task-Diffuse,1103,3.646761777,null,,,,,
Sun Jan 03 14:42:14 CST 2010,DIRL,7,27,90,38,task-10-0,789,task-Sleep,2371,task-Diffuse,439,2.46290767,null,,,
Sun Jan 03 14:42:14 CST 2010,DIRL,8,269,187,119,task-10-0,924,task-Sleep,2009,task-Diffuse,666,0,11926.1,,,
Sun Jan 03 14:42:15 CST 2010,DIRL,9,519,1243,244,task-Sleep,2017,task-Diffuse,1582,0,9581.2,,,,,
Sun Jan 03 14:42:15 CST 2010,DIRL,10,621,1080,182,task-Sleep,2091,task-Diffuse,1508,0,12541.3,,,,,
Sun Jan 03 14:42:15 CST 2010,DIRL,11,401,821,128,task-Sleep,2308,task-Diffuse,1291,0.625526711,null,,,,,
Sun Jan 03 14:42:15 CST 2010,DIRL,12,199,197,34,task-10-0,910,task-Sleep,2066,task-Diffuse,623,0,13771.5,,,
Sun Jan 03 14:42:15 CST 2010,DIRL,13,620,814,202,task-Sleep,2131,task-Diffuse,1468,0,12376.6,,,,,
Sun Jan 03 14:42:15 CST 2010,DIRL,14,661,826,187,task-Sleep,2200,task-Diffuse,1399,0,14371.7,,,,,
Sun Jan 03 14:42:16 CST 2010,DIRL,15,661,739,154,task-Sleep,2129,task-Diffuse,1470,0,12506.8,,,,,
Sun Jan 03 14:42:16 CST 2010,DIRL,16,581,631,127,task-Sleep,2162,task-Diffuse,1437,0,14516.9,,,,,
Sun Jan 03 14:42:16 CST 2010,DIRL,17,622,619,100,task-Sleep,2144,task-Diffuse,1455,0,13357,,,,,
Sun Jan 03 14:42:16 CST 2010,DIRL,18,561,839,147,task-10-0,304,task-Sleep,1961,task-Diffuse,1334,0,9417.1,,,
Sun Jan 03 14:42:16 CST 2010,DIRL,19,427,883,116,task-Sleep,2310,task-Diffuse,1289,0.546309346,null,,,,,
Sun Jan 03 14:42:16 CST 2010,DIRL,20,379,621,76,task-Sleep,2280,task-Diffuse,1319,0.521646011,null,,,,,
Sun Jan 03 14:42:16 CST 2010,DIRL,21,621,627,110,task-Sleep,2156,task-Diffuse,1443,0,13697.4,,,,,
Sun Jan 03 14:42:16 CST 2010,DIRL,22,177,600,139,task-10-0,764,task-Sleep,1964,task-Diffuse,871,0,11892.5,,,
Sun Jan 03 14:42:17 CST 2010,DIRL,23,581,557,100,task-Sleep,2147,task-Diffuse,1452,0,13757.6,,,,,
Sun Jan 03 14:42:28 CST 2010,DIRL,1,365,924,147,task-Sleep,2062,task-Diffuse,1537,0,12945.4,,,,,
Sun Jan 03 14:42:29 CST 2010,DIRL,2,593,855,122,task-Sleep,2179,task-Diffuse,1420,0,14395.5,,,,,
Sun Jan 03 14:42:29 CST 2010,DIRL,3,539,662,192,task-Sleep,2019,task-Diffuse,1580,0,9400.6,,,,,
Sun Jan 03 14:42:29 CST 2010,DIRL,4,539,813,230,task-Sleep,2024,task-Diffuse,1575,0,9515.7,,,,,
Sun Jan 03 14:42:29 CST 2010,DIRL,5,176,206,39,task-10-0,1318,task-Sleep,1952,task-Diffuse,329,0,11440.8,,,
Sun Jan 03 14:42:29 CST 2010,DIRL,6,262,356,64,task-Sleep,2442,task-Diffuse,1157,2.857383658,null,,,,,
Sun Jan 03 14:42:29 CST 2010,DIRL,7,25,120,16,task-10-0,289,task-Sleep,2783,task-Diffuse,527,8.510092016,null,,,
Sun Jan 03 14:42:29 CST 2010,DIRL,8,267,230,87,task-10-0,1301,task-Sleep,1958,task-Diffuse,340,0,10671.1,,,
Sun Jan 03 14:42:29 CST 2010,DIRL,9,539,1216,380,task-Sleep,2007,task-Diffuse,1592,0,9141.2,,,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,10,593,1113,255,task-Sleep,2142,task-Diffuse,1457,0,13111.3,,,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,11,369,817,94,task-Sleep,2185,task-Diffuse,1414,0,15666.4,,,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,12,176,212,25,task-10-0,1163,task-Sleep,2001,task-Diffuse,435,0,12251.5,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,13,539,989,275,task-Sleep,2025,task-Diffuse,1574,0,9661.6,,,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,14,641,788,176,task-Sleep,2195,task-Diffuse,1404,0,14006.7,,,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,15,641,1120,236,task-Sleep,2195,task-Diffuse,1404,0,14231.8,,,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,16,556,990,137,task-Sleep,2116,task-Diffuse,1483,0,13106.9,,,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,17,593,1067,195,task-Sleep,2192,task-Diffuse,1407,0,14287,,,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,18,391,1540,359,task-10-0,214,task-Sleep,1771,task-Diffuse,1614,0,7632.1,,,
Sun Jan 03 14:42:30 CST 2010,DIRL,19,419,1046,138,task-Sleep,2208,task-Diffuse,1391,0,16287.2,,,,,
Sun Jan 03 14:42:31 CST 2010,DIRL,20,368,796,89,task-Sleep,2271,task-Diffuse,1328,0.289578214,null,,,,,
Sun Jan 03 14:42:31 CST 2010,DIRL,21,522,1210,246,task-Sleep,2088,task-Diffuse,1511,0,11992.4,,,,,
Sun Jan 03 14:42:31 CST 2010,DIRL,22,176,179,167,task-10-0,1402,task-Sleep,1923,task-Diffuse,274,0,10432.5,,,
Sun Jan 03 14:42:31 CST 2010,DIRL,23,556,676,123,task-Sleep,2168,task-Diffuse,1431,0,14457.6,,,,,
Sun Jan 03 16:30:55 CST 2010,DIRL,1,21,1050,52,task-Sleep,1605,task-Diffuse,1394,1.153442769,null,,,,,
Sun Jan 03 16:30:55 CST 2010,DIRL,2,21,724,59,task-Sleep,1781,task-Diffuse,1218,3.737989372,null,,,,,
Sun Jan 03 16:30:55 CST 2010,DIRL,3,30,1092,76,task-Sleep,1499,task-Diffuse,1500,0,13880.6,,,,,
Sun Jan 03 16:30:55 CST 2010,DIRL,4,30,1029,107,task-Sleep,1572,task-Diffuse,1427,0.244657555,null,,,,,
Sun Jan 03 16:30:55 CST 2010,DIRL,5,20,86,38,task-10-0,1073,task-Sleep,1578,task-Diffuse,348,0.654387597,null,,,
Sun Jan 03 16:30:55 CST 2010,DIRL,6,20,73,7,task-Sleep,2204,task-Diffuse,795,9.863823686,null,,,,,
Sun Jan 03 16:30:55 CST 2010,DIRL,7,7,68,9,task-10-0,264,task-Sleep,2336,task-Diffuse,399,11.93418753,null,,,
Sun Jan 03 16:30:55 CST 2010,DIRL,8,25,109,50,task-10-0,1244,task-Sleep,1514,task-Diffuse,241,0,14371.1,,,
Sun Jan 03 16:40:04 CST 2010,DIRL,1,91,957,80,task-Sleep,1480,task-Diffuse,1519,0,13995.4,,,,,
Sun Jan 03 16:40:04 CST 2010,DIRL,2,92,977,68,task-Sleep,1489,task-Diffuse,1510,0,14150.5,,,,,
Sun Jan 03 16:40:04 CST 2010,DIRL,3,118,1365,116,task-Sleep,1355,task-Diffuse,1644,0,10315.6,,,,,
Sun Jan 03 16:40:04 CST 2010,DIRL,4,113,1278,124,task-Sleep,1365,task-Diffuse,1634,0,10000.7,,,,,
Sun Jan 03 16:40:04 CST 2010,DIRL,5,79,129,29,task-10-0,1450,task-Sleep,1325,task-Diffuse,224,0,10305.8,,,
Sun Jan 03 16:40:04 CST 2010,DIRL,6,79,393,36,task-Sleep,1888,task-Diffuse,1111,5.252342868,null,,,,,
Sun Jan 03 16:40:04 CST 2010,DIRL,7,22,90,11,task-10-0,258,task-Sleep,2249,task-Diffuse,492,10.6769874,null,,,
Sun Jan 03 16:40:04 CST 2010,DIRL,8,99,163,53,task-10-0,1340,task-Sleep,1372,task-Diffuse,287,0,11031.1,,,
Sat Jan 09 11:27:32 CST 2010,DIRL,1,23,811,47,task-Diffuse,2999,0,7945.4,,,,,,,
Sat Jan 09 11:27:32 CST 2010,DIRL,2,23,537,32,task-Diffuse,2999,0,7950.5,,,,,,,
Sat Jan 09 11:27:32 CST 2010,DIRL,3,31,1360,67,task-Diffuse,2999,0,7905.6,,,,,,,
Sat Jan 09 11:27:32 CST 2010,DIRL,4,16,73,35,task-10-0,1280,task-Diffuse,1719,0,7945.7,,,,,
Sat Jan 09 11:27:32 CST 2010,DIRL,5,1,61,1,task-10-0,321,task-Diffuse,2678,0,7990.8,,,,,
Sat Jan 09 11:27:36 CST 2010,DIRL,1,66,57,7,task-Diffuse,2999,0,7950.4,,,,,,,
Sat Jan 09 11:27:36 CST 2010,DIRL,2,66,38,4,task-Diffuse,2999,0,7950.5,,,,,,,
Sat Jan 09 11:27:36 CST 2010,DIRL,3,90,74,8,task-Diffuse,2999,0,7875.6,,,,,,,
Sat Jan 09 11:27:36 CST 2010,DIRL,4,90,82,12,task-Diffuse,2999,0,7875.7,,,,,,,
Sat Jan 09 11:27:36 CST 2010,DIRL,5,60,21,10,task-10-0,81,task-Diffuse,2918,0,7925.8,,,,,
Sat Jan 09 11:27:36 CST 2010,DIRL,6,60,26,5,task-Diffuse,2999,0,7925.9,,,,,,,
Sat Jan 09 11:27:36 CST 2010,DIRL,7,17,53,5,task-10-0,373,task-Diffuse,2626,0,7951,,,,,
Sat Jan 09 11:27:36 CST 2010,DIRL,8,75,23,9,task-10-0,108,task-Diffuse,2891,0,7901.1,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,1,122,456,56,task-Diffuse,2999,0,7805.4,,,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,2,122,556,70,task-Diffuse,2999,0,7800.5,,,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,3,165,519,91,task-Diffuse,2999,0,7640.6,,,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,4,165,462,80,task-Diffuse,2999,0,7640.7,,,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,5,103,161,40,task-10-0,231,task-Diffuse,2768,0,7770.8,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,6,102,221,33,task-Diffuse,2999,0,7805.9,,,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,7,16,111,16,task-10-0,306,task-Diffuse,2693,0,7881,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,8,116,126,202,task-10-0,1363,task-Diffuse,1636,0,7736.1,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,9,165,376,73,task-Diffuse,2999,0,7641.2,,,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,10,122,531,76,task-Diffuse,2999,0,7801.3,,,,,,,
Sat Jan 09 11:29:29 CST 2010,DIRL,11,122,635,85,task-Diffuse,2999,0,7801.4,,,,,,,
Sat Jan 09 11:29:30 CST 2010,DIRL,12,103,147,34,task-10-0,256,task-Diffuse,2743,0,7771.5,,,,,
Sat Jan 09 11:29:30 CST 2010,DIRL,13,165,1482,275,task-Diffuse,2999,0,7631.6,,,,,,,
Sat Jan 09 11:34:40 CST 2010,DIRL,1,66,903,69,task-Diffuse,2999,0,7900.4,,,,,,,
Sat Jan 09 11:34:40 CST 2010,DIRL,2,66,900,69,task-Diffuse,2999,0,7900.5,,,,,,,
Sat Jan 09 11:34:40 CST 2010,DIRL,3,88,1214,119,task-Diffuse,2999,0,7800.6,,,,,,,
Sat Jan 09 11:34:40 CST 2010,DIRL,4,88,1091,114,task-Diffuse,2999,0,7800.7,,,,,,,
Sat Jan 09 11:34:40 CST 2010,DIRL,5,60,188,25,task-10-0,116,task-Diffuse,2883,0,7875.8,,,,,
Sat Jan 09 11:34:40 CST 2010,DIRL,6,60,217,23,task-Diffuse,2999,0,7875.9,,,,,,,
Sat Jan 09 11:34:40 CST 2010,DIRL,7,17,135,11,task-10-0,288,task-Diffuse,2711,0,7921,,,,,
Sat Jan 09 11:34:40 CST 2010,DIRL,8,75,98,142,task-10-0,1465,task-Diffuse,1534,0,7841.1,,,,,
Sat Jan 09 11:45:37 CST 2010,DIRL,1,36,759,0,task-Sleep,1765,task-Diffuse,1234,3.715521527,null,,,,,
Sat Jan 09 11:45:37 CST 2010,DIRL,2,36,589,0,task-Sleep,1878,task-Diffuse,1121,5.376244101,null,,,,,
Sat Jan 09 11:45:37 CST 2010,DIRL,3,43,1458,0,task-Sleep,1354,task-Diffuse,1645,0,10485.6,,,,,
Sat Jan 09 11:45:37 CST 2010,DIRL,4,18,203,0,task-10-0,1657,task-Sleep,1209,task-Diffuse,133,0,8650.7,,,
Sat Jan 09 11:45:37 CST 2010,DIRL,5,1,148,0,task-10-0,245,task-Sleep,2317,task-Diffuse,437,11.97386879,null,,,
Sat Jan 09 11:46:08 CST 2010,DIRL,1,129,595,0,task-Sleep,1966,task-Diffuse,1033,6.479131868,null,,,,,
Sat Jan 09 11:46:08 CST 2010,DIRL,2,129,777,0,task-Sleep,1784,task-Diffuse,1215,3.796939825,null,,,,,
Sat Jan 09 11:46:08 CST 2010,DIRL,3,171,1151,0,task-Sleep,1824,task-Diffuse,1175,4.058021131,null,,,,,
Sat Jan 09 11:46:08 CST 2010,DIRL,4,171,1552,0,task-Sleep,1720,task-Diffuse,1279,2.523489103,null,,,,,
Sat Jan 09 11:46:08 CST 2010,DIRL,5,68,192,0,task-10-0,1633,task-Sleep,1239,task-Diffuse,127,0,8545.8,,,
Sat Jan 09 11:46:08 CST 2010,DIRL,6,116,36,0,task-Sleep,2267,task-Diffuse,732,10.84200445,null,,,,,
Sat Jan 09 11:46:08 CST 2010,DIRL,7,31,1,0,task-10-0,278,task-Sleep,2398,task-Diffuse,323,12.94819842,null,,,
Sat Jan 09 11:46:09 CST 2010,DIRL,8,85,189,0,task-10-0,1633,task-Sleep,1211,task-Diffuse,155,0,8051.1,,,
Sat Jan 09 11:48:13 CST 2010,DIRL,1,252,706,116,task-Diffuse,3599,0,7645.4,,,,,,,
Sat Jan 09 11:48:13 CST 2010,DIRL,2,320,368,56,task-Diffuse,3599,0,7580.5,,,,,,,
Sat Jan 09 11:48:13 CST 2010,DIRL,3,375,450,70,task-Diffuse,3599,0,7390.6,,,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,4,375,500,143,task-Diffuse,3599,0,7390.7,,,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,5,152,155,220,task-10-0,1428,task-Diffuse,2171,0,7680.8,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,6,182,212,47,task-Diffuse,3599,0,7695.9,,,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,7,19,150,21,task-10-0,368,task-Diffuse,3231,0,7846,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,8,199,224,83,task-10-0,575,task-Diffuse,3024,0,7611.1,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,9,375,491,79,task-Diffuse,3599,0,7391.2,,,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,10,320,527,104,task-Diffuse,3599,0,7576.3,,,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,11,252,915,132,task-Diffuse,3599,0,7646.4,,,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,12,152,266,110,task-10-0,160,task-Diffuse,3439,0,7686.5,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,13,375,579,176,task-Diffuse,3599,0,7391.6,,,,,,,
Sat Jan 09 11:48:14 CST 2010,DIRL,14,360,500,103,task-Diffuse,3599,0,7501.7,,,,,,,
Sat Jan 09 11:48:15 CST 2010,DIRL,15,360,597,119,task-Diffuse,3599,0,7501.8,,,,,,,
Sat Jan 09 11:48:15 CST 2010,DIRL,16,333,496,125,task-Diffuse,3599,0,7541.9,,,,,,,
Sat Jan 09 11:48:15 CST 2010,DIRL,17,320,712,112,task-Diffuse,3599,0,7577,,,,,,,
Sat Jan 09 11:48:15 CST 2010,DIRL,18,411,1554,484,task-10-0,264,task-Diffuse,3335,0,7387.1,,,,,
Sat Jan 09 14:16:51 CST 2010,DIRL,1,279,337,0,task-Sleep,2124,task-Diffuse,875,8.363667886,null,,,,,
Sat Jan 09 14:16:51 CST 2010,DIRL,2,279,421,0,task-Sleep,2107,task-Diffuse,892,8.116941201,null,,,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,3,373,1154,0,task-Sleep,2157,task-Diffuse,842,8.248010024,null,,,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,4,373,910,0,task-Sleep,2146,task-Diffuse,853,8.099085529,null,,,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,5,135,64,0,task-10-0,1634,task-Sleep,1230,task-Diffuse,135,0,8355.8,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,6,230,39,0,task-Sleep,2311,task-Diffuse,688,11.1764907,null,,,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,7,32,1,0,task-10-0,257,task-Sleep,2469,task-Diffuse,273,13.82572845,null,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,8,152,64,0,task-10-0,1614,task-Sleep,1256,task-Diffuse,129,0,8326.1,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,9,373,1143,0,task-Sleep,2122,task-Diffuse,877,7.788944711,null,,,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,10,279,401,0,task-Sleep,2142,task-Diffuse,857,8.649405978,null,,,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,11,279,438,0,task-Sleep,2126,task-Diffuse,873,8.411189938,null,,,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,12,135,65,0,task-10-0,1619,task-Sleep,1249,task-Diffuse,131,0,8246.5,,,
Sat Jan 09 14:16:52 CST 2010,DIRL,13,373,1102,0,task-Sleep,2086,task-Diffuse,913,7.295888818,null,,,,,
Sat Jan 09 14:20:30 CST 2010,DIRL,1,246,32,0,task-Sleep,2892,task-Diffuse,707,9.697303547,null,,,,,
Sat Jan 09 14:20:30 CST 2010,DIRL,2,345,28,0,task-Sleep,2904,task-Diffuse,695,9.570606116,null,,,,,
Sat Jan 09 14:20:30 CST 2010,DIRL,3,136,83,0,task-Sleep,2763,task-Diffuse,836,6.8645568,null,,,,,
Sat Jan 09 14:20:30 CST 2010,DIRL,4,136,106,0,task-Sleep,2750,task-Diffuse,849,6.654627221,null,,,,,
Sat Jan 09 14:20:30 CST 2010,DIRL,5,70,170,0,task-10-0,1666,task-Sleep,1759,task-Diffuse,174,0,8350.8,,,
Sat Jan 09 14:20:30 CST 2010,DIRL,6,146,51,0,task-Sleep,2779,task-Diffuse,820,8.277417063,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,7,17,33,0,task-10-0,295,task-Sleep,2850,task-Diffuse,454,10.03098267,null,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,8,96,187,0,task-10-0,1613,task-Sleep,1780,task-Diffuse,206,0,8361.1,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,9,404,123,0,task-Sleep,2558,task-Diffuse,1041,3.870004692,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,10,328,335,0,task-Sleep,2656,task-Diffuse,943,5.909899203,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,11,246,947,0,task-Sleep,2315,task-Diffuse,1284,1.219270158,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,12,70,180,0,task-10-0,1658,task-Sleep,1768,task-Diffuse,173,0,8321.5,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,13,136,97,0,task-Sleep,2730,task-Diffuse,869,6.351396841,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,14,295,45,0,task-Sleep,2834,task-Diffuse,765,8.229983389,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,15,396,60,0,task-Sleep,2736,task-Diffuse,863,6.781243551,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,16,335,423,0,task-Sleep,2693,task-Diffuse,906,6.381638654,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,17,345,966,0,task-Sleep,2669,task-Diffuse,930,6.125312535,null,,,,,
Sat Jan 09 14:20:31 CST 2010,DIRL,18,177,4083,0,task-10-0,178,task-Sleep,1730,task-Diffuse,1691,0,7532.1,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,1,16,1353,26,0,7860.4,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,2,16,1352,26,0,7880.5,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,3,24,11071,11,0,7695.6,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,4,16,2631,5,0,7665.7,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,5,8,9066,2,0,7815.8,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,1,16,1353,26,0,7860.4,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,2,16,1352,26,0,7880.5,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,3,24,11071,11,0,7695.6,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,4,16,2631,5,0,7665.7,,,,,,,,,
Sun Jan 10 16:59:56 CST 2010,DIFFUSION,5,8,9066,2,0,7815.8,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,1,21,2621,10,0,7600.4,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,2,53,6291,215,0,7085.5,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,3,51,19464,47,0,6660.6,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,4,51,19734,43,0,6670.7,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,5,27,11403,19,0,6820.8,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,6,27,11401,19,0,7205.9,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,7,19,16198,12,0,7221,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,8,32,11711,15,0,6711.1,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,9,40,3978,197,0,7391.2,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,10,53,6253,213,0,7086.3,,,,,,,,,
Sun Jan 10 17:39:52 CST 2010,DIFFUSION,11,21,2621,10,0,7601.4,,,,,,,,,
Sun Jan 10 17:39:53 CST 2010,DIFFUSION,12,40,3986,214,0,7391.5,,,,,,,,,
Sun Jan 10 17:39:53 CST 2010,DIFFUSION,13,38,4034,197,0,7391.6,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,1,15,16417,8,0,6355.4,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,2,31,37416,52047,0,4580.5,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,3,32,57473,32,0,4045.6,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,4,32,57469,30,0,4045.7,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,5,18,42045,13,0,5060.8,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,6,18,42305,13,0,5175.9,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,7,15,32553,8,0,5686,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,8,23,50466,13,0,4671.1,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,9,28,25479,29192,0,5696.2,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,10,31,37685,52025,0,4591.3,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,11,15,20273,8,0,6336.4,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,12,28,23695,28567,0,5686.5,,,,,,,,,
Sun Jan 10 17:47:57 CST 2010,DIFFUSION,13,26,24974,57608,0,5751.6,,,,,,,,,
Mon Jan 11 21:32:47 CST 2010,DIFFUSION,1,36,4357,69,0,6085.4,,,,,,,,,
Mon Jan 11 21:32:47 CST 2010,DIFFUSION,2,59,5286,133,0,5395.5,,,,,,,,,
Mon Jan 11 21:32:47 CST 2010,DIFFUSION,3,49,23714,79,0,3890.6,,,,,,,,,
Mon Jan 11 21:32:47 CST 2010,DIFFUSION,4,49,23223,78,0,3880.7,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,5,33,18918,27,0,4500.8,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,6,33,7987,24,0,5840.9,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,7,26,21586,22,0,5641,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,8,42,18274,27,0,4181.1,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,9,49,23030,77,0,3881.2,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,10,59,5348,104,0,5411.3,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,11,36,4304,66,0,6081.4,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,12,33,19007,31,0,4506.5,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,13,49,24221,81,0,3931.6,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,14,67,6415,130,0,5106.7,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,15,67,6428,131,0,5111.8,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,16,55,8927,89,0,5066.9,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,17,59,5148,102,0,5382,,,,,,,,,
Mon Jan 11 21:32:48 CST 2010,DIFFUSION,18,49,19122,80,0,3897.1,,,,,,,,,
Mon Jan 11 21:32:49 CST 2010,DIFFUSION,19,24,21000,22,0,5622.2,,,,,,,,,
Mon Jan 11 21:32:49 CST 2010,DIFFUSION,20,37,2800,141,0,6622.3,,,,,,,,,
Mon Jan 11 21:32:49 CST 2010,DIFFUSION,21,59,5717,127,0,5417.4,,,,,,,,,
